Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Computer and Cyber Sciences,Computer Information Systems,CIS,C111,CIS C111,Info Systems-Program/DB Mgmt,"Demonstrate knowledge of concepts and terminology associated with information systems, file and storage concepts, database management, and electronic spreadsheets.  Demonstrate introductory level programming techniques using web-based languages.  Given a "
Computer and Cyber Sciences,Computer Information Systems,CIS,C157,CIS C157,Intro to Python Programming,"Implement a combination of basic Python language structures to deliver a working program based on a given scenario.  Operate an Integrated Development Environment (IDE) sufficient to enter code, view syntax errors, correct errors, then deliver functioning"
Computer and Cyber Sciences,Computer Information Systems,CIS,C190,CIS C190,Intro to GIS with Lab,"Effectively make, share, analyze, and interpret maps and spatial information using Geographic Information Systems (GIS).  Build geodatabases, query data, and analyze geospatial data using Geographic Information Systems (GIS)."
Computer and Cyber Sciences,Computer Information Systems,CIS,C191,CIS C191,Intermediate GIS,"Describe the concepts and principles of web mapping and interactive mapping applications.  Plot address data on a digital map through geocoding.  Develop, edit, and digitize new spatial features on a digital map.  Effectively communicate geospatial findin"
Computer and Cyber Sciences,Computer Information Systems,CIS,C205,CIS C205,Principles of Info Systems,Demonstrate the use of information systems to complete a given business task.  Apply the appropriate action for a potential cybersecurity risk given a business scenario.  Construct a report about social media in the business setting derived from multiple 
Computer and Cyber Sciences,Computer Information Systems,CIS,C240,CIS C240,SQL Database Dev,"Create and manage database objects; query data using the SELECT statement.  Create stored procedures, and work with functions, triggers, and data views.  Improve query performance by developing indexed views and clustered indexes."
Computer and Cyber Sciences,Computer Information Systems,CIS,C250,CIS C250,Intro to Data Analytics,"Describe the fundamental body of knowledge in the business intelligence field and explain the â€œbig pictureâ€ of the chosen discipline.  Apply the methods, techniques, and tools relevant to data analytics.  Present, evaluate, and critique the business d"
Computer and Cyber Sciences,Computer Information Systems,CIS,C260,CIS C260,Systems Analysis/Design,"Describe the phases of the systems development life cycle.  Apply the methods, techniques, and tools relevant to systems analysis and design.  Use business decision-making techniques to design appropriate solutions to meet organizational needs."
Computer and Cyber Sciences,Computer Information Systems,CIS,C270,CIS C270,Predictive Analytics,"Identify appropriate predictive analytic methods, principles, and techniques for a given scenario.  Demonstrate data transformation techniques to reshape, clean, and manipulate data for predictive modeling.  Apply predictive analytic techniques to discove"
Computer and Cyber Sciences,Computer Information Systems,CIS,C275,CIS C275,Data Mining and Analytics,"Demonstrate communication skills that facilitate the effective presentation of data analysis results.  Apply technical skills in predictive and prescriptive modeling to support business decision-making.  Translate data into clear, actionable insights for "
Computer and Cyber Sciences,Computer Information Systems,CIS,C280,CIS C280,Data Visualization,"Present data in a visual manner that highlights key insights and trends.   Create data visualization solutions for different business intelligence target audiences and situations.   Evaluate, critique, and present data visualizations."
Computer and Cyber Sciences,Computer Information Systems,CIS,C285,CIS C285,"Data Govern, Privacy, & Policy","Describe data lifecycle management, including accountability and standards for data quality, security, and usage.  Conduct a Privacy Impact Assessment (PIA) to assess the potential privacy risks of data processing activities.  Create a data classification"
Computer and Cyber Sciences,Computer Information Systems,CIS,C290,CIS C290,Data Science & Mach. Learning,Describe data science and machine learning concepts.  Identify appropriate data science and machine learning models and algorithms for a given scenario.  Apply data science and machine learning techniques to relevant business situations.
Computer and Cyber Sciences,Cybersecurity,CYBR,C101,CYBR C101,Intro to Cybersecurity,Evaluate and recommend practical solutions to reduce the risk associated with common social engineering attacks.  Assess cyber threats in a given business scenario to make recommendations for reducing risk to improve organizational security.  Create a sec
Computer and Cyber Sciences,Cybersecurity,CYBR,C132,CYBR C132,Intro to Ethical Hacking,"Given a lab scenario, analyze and test for vulnerabilities using industry-recognized tools and describe the findings.  Given a lab scenario, apply the hacking methodology using industry-recognized tools to gain unauthorized access to a computer or network"
Computer and Cyber Sciences,Cybersecurity,CYBR,C150,CYBR C150,Intro to Digital Forensics,"Identify and collect digital evidence in an organized manner for reporting.  Demonstrate an understanding of chain of custody with regard to digital forensics.  Recognize the various professional specializations of cybersecurity, incident response, and di"
