Program,PSLO ID,PSLO,Course
"Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems, using appropriate language and tools and demonstrating understanding of business terms and concepts. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, e",MS C284
"Marketing, Certificate of Achievement",PSLO 1,"Develop and exhibit high standards of professional practice, demonstrating awareness of ethical and social responsibilities in today’s multicultural, team-oriented, rapidly-changing global environment. PSLO 2: Analyze and recommend effective busin",
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",BUS C141
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",BUS C142
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",BUS C143
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",ACCT C116
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MGMT C100
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MS C100
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MGMT C101
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MS C101
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MGMT C115
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MS C102
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MGMT C111
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",MS C104
"Entrepreneurship and Small Business Management, Certificate of Achievement",PSLO 1,"Effectively communicate solutions to business problems using appropriate business terms and strategies. PSLO 2: Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach.",BUS C100
